,question_message_text,ans_message_text
8943,Good boi😸,M from chhattisgarh
8944,Me tution jaungi 3:30,Kyu tumhe nahi bola maine😂
8945,Hello,Gif mat bhejo koi bhi
8946,India ....and you,"good ,be always good and happy where ar eyou from ?"
8947,No,Actually you having nice name cleapatra is it your name🤔🤔
8948,Spitting some bars like Kendrick lamaaaarrr,You seem pretty high🥺😂
8949,Hn🤭,haryanvi bhi .?
8950,I'm my bro sim using mee,My man having name eruma Mandu and still have the guts to be keerthika
8951,A few minutes later,OK then when you yet
8952,Q ki ye pahle wale ko bolna hoga tu to mari gf hai 😁,Kyu bhaiya
8953,Hi good morning bro,Hii bro 😂😂😂😂😂
8954,Oh bhai aaram se,Miss masg me kuch bat karte hai
8955,Jo tag ki thi re,Kon sa
8956,Bhakkkkk🤦‍♀To tumne naah kyu kaha,Arey mjhe confusion nai tha 👀 Jisko tha use aaya samaj? 😂😂 ya aur confuse ho gyi...
8957,Kashmir you used to talk to my bestie,Brother where are you from?
8958,Hi black,Hi beautiful
8959,तू jo kar rha tha wo hi kar bh... Wa गिरी,Abe rosdi ke nikl
8960,👍,i like the lins
8961,Ok,first year
8962,Seeeennnd pleeease,I've one special 😍 sticker
8963,Tu maharashtra?,Don't blame to Maharashtra... otherwise I will kill you
8964,yes sure,Yeah Should i do 100 from my side? As a demo
8965,Hlo,Very sweet morning
8966,Ab bhojpuri sheekne ka time aa gya hai 😅,Arrae bhai mein bengali hun Isliyae hindi bhi aati hai Aur English thoda bahaut 😂😂
8967,Good,HmmmmmmmmmmmmI've taken
8968,That's great 😊,Wonderful Indonesia
8969,🙄,Itne lambe hairs Ka kya karoge ?
8970,Ap means Andra Pradesh or Arunachal Pradesh,ap kaha se ho
8971,Mere me Download nahi hai,Are bhai pubg k liye bol rhaa hu🤦🏻‍♂️
8972,Chatting wbu,HmmWhat's up??
8973,Kuch n,Kya hua mohi
8974,😂😂😂mko nae pta,M puch ri hu pgl
8975,Yea,It's ok np 👀 🤔🤔
8976,Haa,Ok good padhega India tabhi to badhega India
8977,then your good to go,I'm telling about myself dude
8978,hi buddy,Cuz everyone is ignoring me 🥲🥺🥺
8979,Hello there,Hi guys (●’◡’●)ﾉ
8980,Hey,Are you on WhatsApp
8981,Tex t me,So sad :v
8982,Ha to mt khila bs txt krde,Yr dekh sir mat kha
8983,Lol .....but it is the dare.....,I am not singing 😂😂My neighbors will run from the country if I do
8984,What?,kitna naam change karegi
8985,Helloo,Hyyy guys
8986,Hi Hows It Goin - What You Been Doin?,HI what's up
8987,Bkwassas,Or how's life going on
8988,To fir ja mt Or jaa rhi h to groupp left kar de,No re
8989,Mann ki baat to bs ek insan kar sakta h wo h modi,Jo aapka man
8990,hi,Hey pinki
8991,Tumhara balidaan kr dungi😂😂,Balidaan dena hoga... 😂
8992,Englishhhh,Tu so ja
8993,I want song Korea :v,OK let's do it. click here to search and listen music
8994,Okay,I am doing great.You say ?
8995,No😒Nenu niku text chesaNuvve miss chesav tag,busy persons😒
8996,"Single rahoge to life mein khushiyan aayegi, mingle se life jhand ho jaayegi 😂😂😂😂😂😂",Apne aap bola bhulkad Ki Muje chhad k sab sahi h Muje ni rhena Single 🥺🥺
8997,Uh. I tend to meander a bit.,Kiww. Om
8998,👀,Abey 😂😂 bs isliye tu single h😂😂
8999,😂🤣😂😂,Maa bhen kr diya physics ke toh tunae😂😂
9000,Suba suba tg pe he jaagti ho,Haan fr
9001,Where are you from,"I'm good, n u?"
9002,Hattt,Shaadi cancel ho gyi doston abhi khabar aaya dulhe ne already apni shaadi kr li bechari M kuwari reh gyi
9003,😂😂😂😂,Tum flog ho jisse kissss karo to Princess ban jayegi?
9004,Had h yar koi to Kush hona chata h Or Tum sad,🥺🥺🥺Mera bohot man karta h sad rahne ka
9005,KARUGA SEND,Do not send this frog😐😐
9006,", 🤣😂😂😂",Matak matak
9007,"Yes,sure",What are you doing talk about an important thing
9008,why baby,Do not be upset now😂
9009,Parthik?!🤔,"Yep,my favourite 😍"
9010,😂😂,Husna ki malika😂🤣😂
9011,🥺 why r u crying,Hy everyone🥺🥺🥺
9012,Your name?,Same here 😂
9013,Good morning😊,Good Morning Nita GRS Jagat
9014,Yes why,Are you in the profile?
9015,Han sundar phool ke sath kante to hote hi hain,Accha ye baat h 😝😝
9016,Are you studying are working,"Okay, nice"
9017,Sbko puchhte rhu kya will you marry me.. bhaari beijjati hogi🥲🥲🥲🥲🤣🤣🥺🤣,Dekh lo sab 😁😁😁
9018,Main yhi bolungi...Jo kehna hai bolo aap,uss id se aao  or yaha  nahi public bich mai tag karti muh se nikalega fir
9019,Village🥲🥺🥺,Mumbai nd u
9020,oh bukan..,I'm not pakboi lol
9021,Yeah,Or english also ryt
9022,"Me too, yesterday when I started chatting here😂",Past 2 days😨
9023,Whatever u want bro,can be friends
9024,Really😳😳Where are you from🤔🤔,Oo me too😑🥺
9025,No❌😝,I mean in person ally
9026,sab kaam dalte sidhe,Friend ship yaha koi nahi karta
9027,Same to same ☺️,Hi sb bdhiya tm batao
9028,u know uncle?,I don't understand what you write😭. I only understand Om word
9029,Ok,topic is bts
9030,In which c,ɪ ᴀᴍ
9031,Good,Yes I am Gujarati😊😊
9032,Why I telling you mine age if you don't telling me yours,Mtlb ...
9033,I will serve them with a cabbage and if not dump them in garbage,They are savage 😂
9034,😐😐,Game hai
9035,Hua h kuch,Kyun kya hua?
9036,😂😂😂😂😂Tum ban jaao uski wife😂😂😂,😂😂 Yeah
9037,And nu,Galleries kajal
9038,Do you want me to show you a picture?,Getting bored what about you?
9039,Ya...,U talk english
9040,Ok sir ban otherwise 🥴,Playing game 😂
9041,What kido.. Lol,lol my kido
9042,Bcom,Achaa jii madamKon sii class me padh rhi ho
9043,Let's see😂,Nhi hoga😂
9044,Very sed🥲🥲🥲,So sedddd🥲🥲
9045,Yup,Can u help me loose weight?
9046,Asw,Di block 😭😭😭
9047,nai,Kuch khass
9048,Apa tujuan sampeyan?,Ero ta awkmu ambek aku :v
9049,Tumhe cold hora hai kyaa🤣🤣,Bs aise hi😂🤧
9050,Indonesia,Where r u frm
9051,Ha,Delhi me metro chl rahi? 😁
9052,Bengal se ho kya,😕upper na dekh raha🥲
9053,Karela khate ho kya,mast joke mara
9054,Mera bhi mtlb👀 aur kiska h,🥺🥺mtlb Tera bhi skshi he haii
9055,🙂 enjoy,no dear you were always in the know just needede a direction
9056,Then why today u used that word 🥺,Nothing 😂
9057,Okay cool,Yea......right. I know Malayalam as well
9058,😒🙄,aree aisee hi
9059,All are Indian😕,Me indo
9060,Ok,No normal person  🤐🤐🤥
9061,Kha se late ho vro😂,"Mohit bhaii, 🤣"
9062,Haha it's rare,Acha👀 nice name Maine phli Baar suna hai
9063,mam?,How are you mam
9064,Nhi to 🥺🥺,Majak krte ho wo bhi hum se
9065,News nodide ivattu,Gottilla .. helta idare
9066,Everything's related.😂😂,That's not related to my French exam
9067,st,Wat Yes no
9068,😂😂are Mai low level hu bro B's masti KR raha tha 😂😂,Chori mat kr bhai😂😂
9069,MEHMET kaç yaşın varki 🙄,Tamam dünya kız varsa özelime yolla Cumartesi akşamı evde tekim )
9070,Dorararara,Dora 👀
9071,dhkn aap lg rhe ho thikse dekho🤣🤣,😒😒apna name btao dhkkn insan
9072,bade dino baat,hello gujji
9073,Nach rha,Hello mahi Bhai Kaha hai🤣😂
9074,No it's Shri Sardaarni manpreet Ji kaur,Shree Manpreet Kaur
9075,👀🌝 kisi ki ni,Dost ni h tu meri 🥺🥺
9076,Hi how are you,Hii hotyy
9077,🙈🙈🙈🤣🤣🤣🤣🤣🤣🤣🤣🤣,Accha thik hai tum maike ke pe kya kr rhi ho idhar aao fir sochte hain😂😂
9078,"Which Anjali, sry but idk any",Do you know Where's anjali
9079,Ab bekar hu,Abhi to thik the
9080,Apne ghar,Where are you from 😊
9081,Abe tera gana suroor 2021 bahut accha hai,Kya chal rha h be
9082,Waiting for ur party 😂,Yes what are you doing
9083,Paansii😡,paansi l jing😭😭😭😭😭
9084,👀 kon laya enko yaha ?,Kyada tr Indonesian or korean log hai vro.....
9085,Thnks,Bhot acha reply dia
9086,Gf paisa se nhi milti hai...😂😂,Bhai paisa h but gf nhi 😭
9087,Study u,Yup....wt u do?
9088,😂😂,"Me to mang kar khata hu, jab roti ban jati he to gharwalo se mang leta hu"
9089,"That's my plan B and I don't really like fish 😶😂😂,the only fish I likes was fish with chips 🤣🤣🥳",Because you are going to Japan right 🤣🤣🤣🤣
9090,Me bhi acha hu kaha se ho app,Me thik or aap btao
9091,Hn yr,Abhi tk nhi soyi aap combo 😁😁
9092,😂😂,💸 You can't rob Aditi because you are too low level.
9093,Wo kyu?,4 bje utha diya jata hu
9094,Acha neet ki tayari cool,Noi re
9095,Acha konsi class me ho,🙄 pagl log.. nehi online class ki wajah se
9096,Were u adMin before,Thanks Princess
9097,Kya,HLEP ME
9098,🤣😂😂😂😂😂,I am naraz🥺
9099,No sis,Ok..do you know marathi sis
9100,Soja beta,Long hours chatting needed
9101,Mm i don't know .. huihuihui. 🌸🌸,Am Good!!  you?
9102,Kutte achche rahte he,Main darti hu kutte se
9103,Hee Sach me😂,Lol pta h 😒
9104,Kya??,Ye kya
9105,petersburg,"Oh really, u which city"
9106,When but??,U din't unmute too😂😂
9107,Like seriously. Why is too much valve of girls On this site?,Yeah  good that u didn't
9108,"I have always been here, I just didn't check my tags for a long time so I will go through all the tags this weekend😂",Areey i didn't mean this... I asked till when u were off from here due to your exam
9109,Mila tha fir wo??,Bas Theek .
9110,Not yet,Had Ur coffee
9111,Ohhh kon c wish,"Really,, aaj meri wish poori ho gai,, thanks god😊😊"
9112,Hii texst me please,Or 1 people ko milega
9113,"Don't receive messages, ignore him",Someone sent a 18+ gif
9114,Hello bro,"U seem to opportunistic, I didn't expect from u"
9115,Chai kb bnegi🤣🤣,Aise hi mn Kiya to leave kr diye
9116,Y bab,U can ask old admins here
9117,Tell me at least,Mujhe hi bhul gaiHad h yrr
9118,Yep,Study krte ho
9119,good then we have your company late night,I always sleep late😂
9120,i don't talk to you ok,😊I am a boy😂😂😂
9121,Accha  😊😊 let's naccho,Dance hain bhai
9122,😬,Let's go to date 😅
9123,😐😂Yeah I know,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha🤣🤣🤣🤣 don't take seriously 😁
9124,U do it,Can you please messege to me at my ID
9125,Hey,Hey zoeya
9126,What happened,Some urgent issues
9127,Reply thannallo,Reply thannitt pooo
9128,👌😜,I miss myself
9129,To kisko pta hai🙄,Mujhe ky pta
9130,You too,Hava a nice day
9131,Sweet dreams,Achha achha Good night & sweet dreams 🙂🤚
9132,Tq,Hahaha you very fun :v
9133,🥺,Nahi ho rha mere se😐
9134,Bhai ye wct bit  jayega,Aisa kya hai jo khusi me padhu toh dukh hoAur dukh me padhu toh khusi ho
9135,Hmmm... Actually your it's Buddh..in dpp..And you talked on Buddh Poornima🌝So I rmbr you :),Okkk look's like you are curious😅 but I'll tell you later😂😂
9136,Can i,App bhi kar sakte ho
9137,its okay,Sorry miss
9138,Same age brother 😊,20? Yours?
9139,Hnn kyuki Tu hai wo,Nahi to jo bhrose wala hota wahi bhosde wala v ban jata hai
9140,"Oh, no money?",Now I can't
9141,Yupp😁😁,its the driving force behind our grp you ladies rock
9142,Rhendo aap mere gif or jokes kuch nhi smj paayi abhi tak 😕Kaise sister ho 🤣,Ye kya tha🙄
9143,Sure,Ok then ftiends
9144,Ppay 1+5,"You didn't give me,How liar!"
9145,hmmm,Korean Beauty
9146,Jhan tk hoga koshish krege bhai...ye bhi hamare bhai hai bs galat logo ki baato'n mein aa gaye 😁,Ok yr idr bhot logo ko smjana h😁😁wse ..Ase bhot milenge leave yr
9147,Kuch nhi vo aise he pata nhi mujhe par important nhi hoga jada don't worry bacche 🌸,aree btaao toh sachi nhi ptaa mujhe
9148,Okk,Then ? I m a banker.
9149,Uff,don't look like this....it attracting..and attacking at the same time
9150,Ok,I can't therefore asked u
9151,I also donttt knowww🥲🥲🥲🥲🥲,Kya hora hai yeah bro🥲🥲
9152,to ladke kuch kare to glt ladki kare to theek  gaon se bhar nikal thoda sher aake rhea 1 2 month or mujse mil delhi aake life style sikhta hu rhne ka,Vo kuxxx bhi kare tumhe kya bhai apna kaam karo na aur sense ki hai ye baat🤣🤣🤣🤭 deshbhakt banna band karo miaa🤣🤣🤣
9153,🙄🙄,Sorry sorry 🥺
9154,Ab sry ku bolri🙄,Hn sorry
9155,No no.... Nothing like that....,How can I help you ..?😊
9156,Singing,Tell one
9157,To mhenge wale krte ho,Main nhi karrti tumhari tarah sasta nasha😏😏
9158,Itta intjar karaya🤔😏😏,Khi nhi😒
9159,Hmm 😊😂🙈👀,Du kya
9160,Kyu bro,Me chala jaunga akhri bar keh raha hu😅
9161,give me proof thn u dont have heart,I don't have heart😒
9162,Hahahahaha,What ! 😳
9163,Me,Kisi ko memes pasand hai yha
9164,Aur kya jabhi baat nhi krte aap mujhse,Nahi aisa Ni h
9165,Btw Where are you from?,Mil jayegi
9166,abe yaar kon hai yeh,क्या एक पुस्तक का कोई शीर्षक नहीं है?
9167,I don't see your massage,Hello Manzooram javab riplay man bood
9168,Sahi se type kr lo,Ja rhe ham he
9169,Yess,Any doubt👀
9170,Problem kya hai breakup hua🤣,bss yeahi sochkar sab kuch chalra hai🙃
9171,ice cream factory try karo😂,Ek hi jgah pighla pda hu 🙄🙄🙄 koi freezer m daal k jma do 🙄
9172,Bhai k sath prank kargayi  dhoka hoya h mere sath 🤣🤣🤣,Shizuka gold digger hai
9173,Idhar to rat hai..,Hello madam subah hone wala hai
9174,😭😭😭,Bot hai😂
9175,15,aap kiTne ke Ho
9176,Aad krona,Ha mrng
9177,8 bje😂,Ji ap kitte bje uthte ho
9178,Indo and u?,Fine where are you from?
9179,how are you,hello pantek
9180,Areee ptaa hai mujhe tumhe dhone hai jaao chale jaao🤣🤣🤣🤣🤣🤣🤣,Jao.. Bartan dho k aao😂😂
9181,thts good,Cases are day by day decreasing
9182,"Lol, that's sucks",Hi saf
9183,Kananda,Tata pinne kana
9184,Haan Nhi bagal me mai nhi hu mai to gyi hi nhi thi sath me,Pahchan gayi?🤪😜Bagal me tum hi ho😇😇😍
9185,Fine u,Hru 🙃
9186,😑😑😑,Sunt loial.
9187,No thx 😅😅 let's talk in this groups,Can we talk on chat personally if u dnt mind
9188,Sahi smjhe ho,बुड्ढे बावा तो नहीं तुम कहीं😂
9189,Y u ask me,A boyfriend 😂🤣🤣😂 So.. y
9190,You are cool bro ..!!,Na na🥺
9191,🦋diBBu🦋 is afk.Reason: love you❤,Love to whom🤣
9192,You know jonggol,"Where is this😂, I don't know about this😂"
9193,Aab dekh uska time aagaya,Use puch na
9194,Ok😂😐,Let's go out!
9195,Good🥲Wbu,How was your day
9196,Ngapa?-_-,Kiw kiw
9197,i am single,acha muje lgaa mummy se phone chin lia tha  pakad lia hoga raaat ko bf ke saath baat karte hue
9198,yhn arm nhi hai,aram se pio
9199,@Ajeet1123ii,Tum bhi toh admin th kya hua 😂
9200,good,"Коли ви кажете, що я йду, я поважаю ваше рішення"
9201,Har Har Mahadev😊❤️,Mahadev me pujari
9202,Kitni baar morning karogi tum,Morning 🌷
9203,Ppay 1+5,Aur pay kar
9204,Haa bolo,Chhhattt with meee
9205,Aati h🤨🤨🤨🤨🤨,Ka nahi yete 😂😂😂bolaych re
9206,Suraksha main he bachaav hai ... Broken vaali stage se to bachpan main he nikal gya tha,Broken lgte ho
9207,Q us se kya hoga,aao fir delhi ya mai aata rajasthan
9208,well by the way you are admin .... and you are more then ok,"Btw m not admim,  n m jus okay tq 🥲🥲"
9209,कहा जाये?,Aap toh bot ho
9210,Yes,A business that makes nothing but money is a poor business.
9211,Ohh maybe you're old🤔😂😂,bcoz lol eveywhere all kids around me
9212,Ufff you don't get me !,Why should i lie?
9213,Ab satta bnd 😪,It's olay don't cry🥺🥺
9214,Mai ni hu,Aap ban jaoo
9215,🤦‍♀🤦‍♀,YEA SURE JUST 2 WORD'S ' ANKII MINE FOREVER !!
9216,We can pretend,You are not a kid
9217,"Nahi she will check herself, How are you",Haan to kaise use txt krun kyaa??
9218,3-4 din phele shyd wife bhi chli gyi thi,Ya I heard
9219,college,Oo kon si class m ho app ya fir college m
9220,ha bro vou tuo 4 dinn pehle hei aa gaya thabahut time laga,OHH KYA MEME ? AUR TERA PS5 AAGAYA ?
9221,😅😅 ok,Aree don't be sad happy be happy 😁😁
9222,Nooo😟,Is it cold??😨
9223,What,Do u have
9224,मैं बहुत अच्छी तरह से हूँ। धन्यवाद! आप कैसे हैं?,Ho skta hai ap kese ho
9225,Id know,Who is not ok?
9226,Haa rest bas 2 min 😑,"HmmI wrote it in similar manner before, so that's the only way out! Write, eat, sleep, write, rest, write.. That's it!!"
9227,Hmm,Btw CSIR aapka ik attempt kha gaya corona ka bahana le k
9228,I don't understand what you write😭. I only understand Om word,u must know
9229,Ewww..,kkk i will not leave u
9230,your not active enough sorry,Do admin bro
9231,😊,कौन नहीं चलाता पूछो भाई
9232,?,BirobarUnjoooy then ✌️🏻👻🥳
9233,"Okay, (:",Aaj? Pata nahi yaar....dekha nahi ab tak🤭
9234,😂😂 koi na..,Haan woh toh hai Gadha baar baar mujhe steal karleta hai aur fir paise maangta hai🥲😂😂😂😂😂
9235,Shut up,Khush kar do
9236,Accha...ok sis🥲,No sis...
9237,You are wise.,"Hiiii,,,,all going well,,,wbu"
9238,Abeeeee🥲🥲🥲🥲🥲,phir bezzati digest na hoga teko🥲🥲🥲
9239,u only,Please messageeeeeeee me
9240,M going,Wer dear
9241,Ruby dudy juby duby Ruby juby,Yeah 😂😂  can I follow your trend 😂😂😂
9242,Bss aise he,To tumne apna naam devil ku rkha hai
9243,U stupid,Idiots stop ur chats
9244,Mee.. kya krun meri sanson tak me gussa,Bada bacche jaisa kucx bhi😓
9245,"Yes, I'm a true and pure robot. Are you a human?",Is this bot??
9246,Oooo,No I didn't have rights
9247,😒,Haan ji 🤣🤣🤣 khus ho jao ab
9248,Aare bhai hua kya veh tuo batao,😂😂 information mili pr dlt kr diya mssg
9249,What happened to you,"U already fear me too much, stop now"
9250,What?😐,? (1) увеличил карму •MmdMhd• (1)
9251,Nice,i am also from
9252,Hi,Good Morning! Abhimanyu
9253,Ille....it's already morning,Trying to sleep
9254,😢 vuo gayi 😢,Misa kha gayi teri😂
9255,Heyaa ✋✋,Hiloo frds
9256,Okay,Koi na thodi der Me baat Karte h Tc
9257,Aisa welcome hoga to br br chd k jna pdega 😂🤣,Welcoomme. Missed you❤️
9258,From where,Hai indian
9259,I have told again,I can't find it sorry 🥲
9260,Scraptiy,You want to bring Cassio
9261,It’s a good sign na..😂,may bi
9262,To?,Frnd to pehle se hi bnaya tha
9263,Le lo tum ro rhi thi na😢😂,Nhi nhi🙄
9264,Ha to m kya kru😒😒😒,Apko dekhne ke baad
9265,Oho k ...,Just chat only I'm also South India
9266,Yes 12,U r preparing for some exam?
9267,Hey! Uh.,Hey guys anyone have commant to add members????
9268,So Don't talk too much 😡😡,I don't think much of my self
9269,hii,Hi 👋everyone
9270,busett,Om open bo
9271,Fine and you,Hw r u....👀👀🙄
9272,Computer science and software and you,what is your filed of study
9273,Abhi tk to hu😂😂😂,Ohh nice aap Indian ho 😅
